year,league_id,player_name,team_name,prev_team_name,prev_team_category,birth,position
2018,3,堂安憂,AC長野パルセイロ,びわこ成蹊スポーツ大,UNIV,1995.12.14,MF
2018,3,竹下玲王,AC長野パルセイロ,関西大,UNIV,1995.10.04,FW
2018,3,大塚翔,FC琉球,関西学院大,UNIV,1995.07.25,MF
2018,3,徳元悠平,FC琉球,城西国際大,UNIV,1995.09.12,DF
2018,3,金成純,FC琉球,朝鮮大,UNIV,1995.12.31,MF
2018,3,宮内雄希,FC琉球,流通経済大,UNIV,1995.10.27,DF
2018,3,柳雄太郎,横浜スポーツ&カルチャークラブ,明海大,UNIV,1995.09.18,MF
2018,3,進昂平,横浜スポーツ&カルチャークラブ,東京国際大,UNIV,1995.06.04,FW
2018,3,古島圭人,横浜スポーツ&カルチャークラブ,東京国際大,UNIV,1995.09.05,GK
2018,3,佐藤祐太,横浜スポーツ&カルチャークラブ,専修大,UNIV,1995.05.13,MF
2018,3,三沢直人,横浜スポーツ&カルチャークラブ,専修大,UNIV,1995.07.07,MF
2018,3,尾身俊哉,横浜スポーツ&カルチャークラブ,専修大,UNIV,1995.10.10,DF
2018,3,浅川隼人,横浜スポーツ&カルチャークラブ,桐蔭横浜大,UNIV,1995.05.10,FW
2018,3,谷口海斗,グルージャ盛岡,岐阜経済大,UNIV,1995.09.07,FW
2018,3,太田賢吾,グルージャ盛岡,大阪体育大,UNIV,1995.11.16,DF
2018,3,池田昌生,福島ユナイテッドFC,東山高,HIGH,1999.07.08,FW
2018,3,川上翔平,福島ユナイテッドFC,東京国際大,UNIV,1995.05.17,MF
2018,3,輪笠祐士,福島ユナイテッドFC,日本体育大,UNIV,1996.02.09,MF
2018,3,寺前光太,福島ユナイテッドFC,神奈川大,UNIV,1995.07.09,DF
2018,3,古川雅人,SC相模原,東京国際大,UNIV,1995.09.23,DF
2018,3,田中雄大,SC相模原,桐蔭横浜大,UNIV,1995.11.17,GK
2018,3,中島拓真,アスルクラロ沼津,東京農業大,UNIV,1995.04.03,DF
2018,3,熱川徳政,アスルクラロ沼津,駒澤大,UNIV,1995.05.31,DF
2018,3,渥美瑛亮,アスルクラロ沼津,中央大,UNIV,1995.12.01,MF
2019,1,檀崎竜孔,コンサドーレ札幌,青森山田高,HIGH,2000.05.31,MF
2019,1,中村桐耶,コンサドーレ札幌,札幌U-18,YOUTH,2000.07.23,DF
2019,1,田中渉,ベガルタ仙台,桐生第一高,HIGH,2000.09.23,MF
2019,1,照山颯人,ベガルタ仙台,成立学園高,HIGH,2000.08.28,DF
2019,1,名古新太郎,鹿島アントラーズ,順天堂大,UNIV,1996.04.17,MF
2019,1,関川郁万,鹿島アントラーズ,流通経済大柏高,HIGH,2000.09.13,DF
2019,1,佐々木翔悟,鹿島アントラーズ,鹿島ユース,YOUTH,2000.07.25,DF
2019,1,有馬幸太郎,鹿島アントラーズ,鹿島ユース,YOUTH,2000.09.03,MF
2019,1,岩武克弥,浦和レッズ,明治大,UNIV,1996.06.04,DF
2019,1,池髙暢希,浦和レッズ,浦和ユース,YOUTH,2000.04.05,MF
2019,1,石井僚,浦和レッズ,浦和ユース,YOUTH,2000.07.11,GK
2019,1,大城蛍,浦和レッズ,浦和ユース,YOUTH,2000.09.16,DF
2019,1,渡辺剛,FC東京,中央大,UNIV,1997.02.05,DF
2019,1,中村拓海,FC東京,東福岡高,HIGH,2001.03.16,DF
2019,1,宮代大聖,川崎フロンターレ,川崎FU-18,YOUTH,2000.05.26,FW
2019,1,原田虹輝,川崎フロンターレ,昌平高,HIGH,2000.08.06,MF
2019,1,椿直起,横浜F・マリノス,横浜FMユース,YOUTH,2000.06.23,MF
2019,1,山谷侑士,横浜F・マリノス,横浜FMユース,YOUTH,2000.06.11,FW
2019,1,大橋祐紀,湘南ベルマーレ,中央大,UNIV,1996.07.27,FW
2019,1,福島隼斗,湘南ベルマーレ,大津高,HIGH,2000.04.26,DF
2019,1,鈴木冬一,湘南ベルマーレ,長崎総合科学大学附属高,HIGH,2000.05.30,MF
2019,1,柴田壮介,湘南ベルマーレ,湘南U-18,YOUTH,2001.05.26,MF
2019,1,山本龍平,松本山雅FC,四日市中央工高,HIGH,2000.07.16,DF
2019,1,大野佑哉,松本山雅FC,阪南大,UNIV,1996.08.17,DF
2019,1,榎本樹,松本山雅FC,前橋育英高,HIGH,2000.06.04,FW
2019,1,西澤健太,清水エスパルス,筑波大,UNIV,1996.09.06,MF
2019,1,梅田透吾,清水エスパルス,清水ユース,YOUTH,2000.07.23,GK
2019,1,相馬勇紀,名古屋グランパス,早稲田大,UNIV,1997.02.25,MF
2019,1,渡邉柊斗,名古屋グランパス,東海学園大,UNIV,1997.01.28,MF
2019,1,榎本大輝,名古屋グランパス,東海学園大,UNIV,1996.06.21,FW
2019,1,成瀬竣平,名古屋グランパス,名古屋U18,YOUTH,2001.01.17,MF
2019,1,菅原由勢,名古屋グランパス,名古屋U18,YOUTH,2000.06.28,MF
2019,1,藤井陽也,名古屋グランパス,名古屋U18,YOUTH,2000.12.26,DF
2019,1,松岡ジョナタン,名古屋グランパス,名古屋U18,YOUTH,2000.05.27,FW
2019,1,髙尾瑠,ガンバ大阪,関西学院大,UNIV,1996.11.09,DF
2019,1,奥野耕平,ガンバ大阪,G大阪ユース,YOUTH,2000.04.03,MF
2019,1,喜田陽,セレッソ大阪,C大阪U-18,YOUTH,2000.07.04,MF
2019,1,瀬古歩夢,セレッソ大阪,C大阪U-18,YOUTH,2000.06.07,DF
2019,1,伊藤元太,ヴィッセル神戸,松山工業高,HIGH,2000.07.02,GK
2019,1,小林友希,ヴィッセル神戸,神戸U-18,YOUTH,2000.07.18,DF
2019,1,荒木隼人,サンフレッチェ広島,関西大,UNIV,1996.08.07,DF
2019,1,松本大弥,サンフレッチェ広島,広島ユース,YOUTH,2000.08.10,MF
2019,1,東俊希,サンフレッチェ広島,広島ユース,YOUTH,2000.07.28,MF
2019,1,石井快征,サガン鳥栖,鳥栖U-18,YOUTH,2000.04.02,FW
2019,1,樋口雄太,サガン鳥栖,鹿屋体育大,UNIV,1996.10.30,MF
2019,1,長谷川雄志,大分トリニータ,宮崎産業経営大,UNIV,1996.12.06,MF
2019,1,高畑奎汰,大分トリニータ,大分U-18,YOUTH,2000.09.16,MF
2019,1,小島亨介,大分トリニータ,早稲田大,UNIV,1997.01.30,GK
2019,2,坂元達裕,モンテディオ山形,東洋大,UNIV,1996.10.22,MF
2019,2,末吉塁,モンテディオ山形,大阪体育大,UNIV,1996.07.26,MF
2019,2,大友竜輔,モンテディオ山形,山形ユース,YOUTH,2000.05.24,GK
2019,2,浅野雄也,水戸ホーリーホック,大阪体育大,UNIV,1997.02.17,MF
2019,2,村田航一,水戸ホーリーホック,明治大,UNIV,1996.09.06,FW
2019,2,平塚悠知,水戸ホーリーホック,札幌大,UNIV,1996.04.13,MF
2019,2,黒﨑隼人,栃木SC,法政大,UNIV,1996.09.05,DF
2019,2,小野雅史,大宮アルディージャ,明治大,UNIV,1996.08.09,MF
2019,2,吉永昇偉,大宮アルディージャ,大宮U18,YOUTH,2000.04.18,FW
2019,2,相澤ピーターコアミ,ジェフユナイテッド千葉,日本文理高,HIGH,2001.01.20,GK
2019,2,上島拓巳,柏レイソル,中央大,UNIV,1997.02.05,DF
2019,2,杉井颯,柏レイソル,柏U-18,YOUTH,2000.05.17,DF
2019,2,山田雄士,柏レイソル,柏U-18,YOUTH,2000.05.17,MF
2019,2,安在達弥,東京ヴェルディ,中央大,UNIV,1996.05.09,DF
2019,2,森田晃樹,東京ヴェルディ,東京Vユース,YOUTH,2000.08.08,MF
2019,2,山本理仁,東京ヴェルディ,東京Vユース,YOUTH,2001.12.12,MF
2019,2,岡田優希,FC町田ゼルビア,早稲田大,UNIV,1996.05.13,FW
2019,2,橋村龍ジョセフ,FC町田ゼルビア,町田ユース,YOUTH,2000.08.23,FW
2019,2,佐野海舟,FC町田ゼルビア,米子北高,HIGH,2000.12.30,MF
2019,2,袴田裕太郎,横浜FC,明治大,UNIV,1996.06.24,DF
2019,2,大内一生,横浜FC,横浜FCユース,YOUTH,2000.09.08,GK
2019,2,安永玲央,横浜FC,横浜FCユース,YOUTH,2000.11.19,MF
2019,2,草野侑己,横浜FC,阪南大,UNIV,1996.07.21,FW
2019,2,中山克広,横浜FC,専修大,UNIV,1996.07.17,MF
2019,2,小林岩魚,ヴァンフォーレ甲府,専修大,UNIV,1996.10.17,MF
2019,2,中山陸,ヴァンフォーレ甲府,東海大相模高,HIGH,2001.01.22,MF
2019,2,宮崎純真,ヴァンフォーレ甲府,山梨学院高,HIGH,2000.04.10,FW
2019,2,藤田和輝,アルビレックス新潟,新潟U-18,YOUTH,2001.02.19,GK
2019,2,岡本將成,アルビレックス新潟,新潟U-18,YOUTH,2000.04.07,DF
2019,2,本間至恩,アルビレックス新潟,新潟U-18,YOUTH,2000.08.09,MF
2019,2,秋山裕紀,アルビレックス新潟,前橋育英高,HIGH,2000.12.09,MF
2019,2,新井直人,アルビレックス新潟,新潟経営大,UNIV,1996.10.07,DF
2019,2,村田透馬,FC岐阜,興國高,HIGH,2000.07.22,FW
2019,2,会津雄生,FC岐阜,筑波大,UNIV,1996.08.01,MF
2019,2,粟飯原尚平,FC岐阜,近畿大,UNIV,1996.05.26,FW
2019,2,柳澤亘,FC岐阜,順天堂大,UNIV,1996.06.28,DF
2019,2,長倉颯,FC岐阜,法政大,UNIV,1996.04.29,MF
2019,2,冨田康平,京都サンガF.C.,早稲田大,UNIV,1996.06.09,DF
2019,2,中野克哉,京都サンガF.C.,関西学院大,UNIV,1996.09.13,MF
2019,2,江川慶城,京都サンガF.C.,京都U-18,YOUTH,2000.04.02,DF
2019,2,上月壮一郎,京都サンガF.C.,京都U-18,YOUTH,2000.12.22,MF
2019,2,服部航平,京都サンガF.C.,京都U-18,YOUTH,2000.08.22,FW
2019,2,福岡慎平,京都サンガF.C.,京都U-18,YOUTH,2000.06.27,MF
2019,2,上夷克典,京都サンガF.C.,明治大,UNIV,1996.04.05,DF
2019,2,松木駿之介,ファジアーノ岡山,慶應義塾大,UNIV,1996.10.24,FW
2019,2,鈴木徳真,徳島ヴォルティス,筑波大,UNIV,1997.03.12,MF
2019,2,鈴木大誠,徳島ヴォルティス,筑波大,UNIV,1996.05.28,DF
2019,2,久米航太郎,徳島ヴォルティス,徳島ユース,YOUTH,2000.05.29,DF
2019,2,藤原志龍,徳島ヴォルティス,徳島ユース,YOUTH,2000.09.05,MF
2019,2,中川裕仁,愛媛FC,興國高,HIGH,2000.05.25,FW
2019,2,岩井柊弥,愛媛FC,愛媛U-18,YOUTH,2000.10.11,MF
2019,2,渡邊創太,愛媛FC,愛媛U-18,YOUTH,2000.08.25,MF
2019,2,清川流石,愛媛FC,びわこ成蹊スポーツ大,UNIV,1996.07.20,MF
2019,2,桑原海人,アビスパ福岡,福岡U-18,YOUTH,2000.10.05,DF
2019,2,北島祐二,アビスパ福岡,福岡U-18,YOUTH,2000.08.04,MF
2019,2,鹿山拓真,V・ファーレン長崎,東海学園大,UNIV,1996.05.26,DF
2019,2,江川湧清,V・ファーレン長崎,長崎U-18,YOUTH,2000.10.24,DF
2019,2,花房稔,FC琉球,国士舘大,UNIV,1996.07.30,DF
2019,2,小泉佳穂,FC琉球,青山学院大,UNIV,1996.10.05,MF
2019,2,内藤健太,FC琉球,中央大,UNIV,1996.05.15,DF
2019,2,儀保幸英,FC琉球,沖縄国際大,UNIV,1996.04.02,FW
2019,2,猪瀬康介,FC琉球,流通経済大柏高,HIGH,2000.12.25,GK
2019,2,井口綾人,FC琉球,琉球U-18,YOUTH,2001.01.21,FW
2019,2,与那城智希,FC琉球,琉球U-18,YOUTH,2001.01.25,FW
2019,2,國場虎次朗,FC琉球,琉球U-18,YOUTH,2000.09.22,FW
2019,2,大石竜平,ツエーゲン金沢,国士舘大,UNIV,1997.01.21,FW
2019,2,窪田稜,ツエーゲン金沢,成立学園高,HIGH,2001.01.05,FW
2019,2,石尾崚雅,ツエーゲン金沢,C大阪U-18,YOUTH,2000.05.18,DF
2019,2,小野原和哉,レノファ山口FC,流通経済大,UNIV,1996.04.19,DF
2019,2,起海斗,レノファ山口FC,興國高,HIGH,2000.11.14,DF
2019,2,菊池流帆,レノファ山口FC,大阪体育大,UNIV,1996.12.09,DF
2019,2,野嶽寛也,鹿児島ユナイテッドFC,鹿児島U-18,YOUTH,2000.12.03,MF
2019,3,鈴木順也,ザスパクサツ群馬,立正大,UNIV,1996.05.02,MF
2019,3,岡村大八,ザスパクサツ群馬,立正大,UNIV,1997.02.15,DF
2019,3,髙澤優也,ザスパクサツ群馬,流通経済大,UNIV,1997.02.19,FW
2019,3,飯野七聖,ザスパクサツ群馬,国士舘大,UNIV,1996.10.02,DF
2019,3,吉田舜,ザスパクサツ群馬,法政大,UNIV,1996.11.28,GK
2019,3,吉田将也,ザスパクサツ群馬,東京農業大,UNIV,1996.10.10,DF
2019,3,大谷駿斗,カターレ富山,金沢学院大,UNIV,1997.01.17,FW
2019,3,戸根一誓,カターレ富山,東海学園大,UNIV,1996.05.22,DF
2019,3,齋藤和希,カターレ富山,大阪学院大,UNIV,1996.07.26,GK
2019,3,新井博人,ギラヴァンツ北九州,明治学院大,UNIV,1996.06.22,DF
2019,3,河野貴志,ギラヴァンツ北九州,関西大,UNIV,1996.06.17,DF
2019,3,ディサロ燦シルヴァーノ,ギラヴァンツ北九州,法政大,UNIV,1996.04.02,FW
2019,3,新垣貴之,ギラヴァンツ北九州,流通経済大,UNIV,1996.08.12,MF
2019,3,田中悠也,ギラヴァンツ北九州,市立船橋高,HIGH,2000.05.10,GK
2019,3,打越大樹,ギラヴァンツ北九州,桐蔭横浜大,UNIV,1996.05.12,DF
2019,3,後藤大輝,ギラヴァンツ北九州,明治大,UNIV,1996.06.14,GK
2019,3,酒井崇一,ロアッソ熊本,東海大熊本,UNIV,1996.05.13,DF
2019,3,北村知也,ロアッソ熊本,宮崎産業経営大,UNIV,1996.09.15,FW
2019,3,中原輝,ロアッソ熊本,駒澤大,UNIV,1996.07.08,MF
2019,3,小笠原佳祐,ロアッソ熊本,筑波大,UNIV,1996.06.07,DF
2019,3,リュウヌグラハ,AC長野パルセイロ,上田千曲高,HIGH,2000.04.06,GK
2019,3,大城佑斗,AC長野パルセイロ,中京大,UNIV,1996.10.19,FW
2019,3,立川小太郎,AC長野パルセイロ,大阪体育大,UNIV,1997.01.04,GK
2019,3,渡部大樹,ブラウブリッツ秋田,大阪産業大,UNIV,1996.02.16,MF
2019,3,小池大喜,ブラウブリッツ秋田,東洋大,UNIV,1996.12.08,GK
2019,3,植村友哉,横浜スポーツ&カルチャークラブ,Y.S.C.C.ユース,YOUTH,2000.05.19,MF
2019,3,澤田健太,カマタマーレ讃岐,讃岐U-18,YOUTH,2000.07.26,MF
2019,3,中村亮,カマタマーレ讃岐,阪南大,UNIV,1996.12.31,MF
2019,3,渡辺悠雅,カマタマーレ讃岐,明治大,UNIV,1996.05.15,MF
2019,3,鈴木翔太,藤枝MYFC,東京学芸大,UNIV,1996.11.21,DF
2019,3,松村航希,藤枝MYFC,大阪教育大,UNIV,1996.05.24,DF
2019,3,原田大雅,藤枝MYFC,静岡産業大,UNIV,1996.10.18,DF
2019,3,金子優希,ヴァンラーレ八戸,仙台大,UNIV,1996.04.21,GK
2019,3,清水敦貴,グルージャ盛岡,盛岡ユース,YOUTH,2000.07.10,MF
2019,3,平川元樹,グルージャ盛岡,日本体育大,UNIV,1996.07.08,FW
2019,3,河西真,福島ユナイテッドFC,産業能率大,UNIV,1996.06.21,DF
2019,3,石渡旭,福島ユナイテッドFC,神奈川大,UNIV,1996.04.08,DF
2019,3,吉永大志,福島ユナイテッドFC,日本大,UNIV,1996.10.14,MF
2019,3,諸岡裕人,福島ユナイテッドFC,国士舘大,UNIV,1997.01.04,MF
2019,3,雪江悠人,福島ユナイテッドFC,立正大,UNIV,1996.06.09,FW
2019,3,小田島怜,SC相模原,桐蔭横浜大,UNIV,1996.06.10,DF
2019,3,三浦基瑛,SC相模原,拓殖大,UNIV,1996.05.28,GK
2019,3,上米良柊人,SC相模原,新潟医療福祉大,UNIV,1996.07.02,MF
2019,3,濱託巳,アスルクラロ沼津,新潟経営大,UNIV,1996.09.11,MF
2019,3,清水光,アスルクラロ沼津,富士大,UNIV,1996.07.19,MF
2019,3,徳永晃太郎,アスルクラロ沼津,桃山学院大,UNIV,1996.11.10,MF
2019,3,深井祐希,アスルクラロ沼津,北海道教育大学岩見沢校,UNIV,1996.09.06,DF
2019,3,長沢祐弥,アスルクラロ沼津,明治大,UNIV,1996.07.01,GK
2019,3,渡邉りょう,アスルクラロ沼津,産業能率大,UNIV,1996.10.25,FW
2019,3,佐藤尚輝,アスルクラロ沼津,産業能率大,UNIV,1996.07.12,MF
2020,1,田中駿汰,コンサドーレ札幌,大阪体育大,UNIV,1997.05.26,DF
2020,1,高嶺朋樹,コンサドーレ札幌,筑波大,UNIV,1997.12.29,MF
2020,1,金子拓郎,コンサドーレ札幌,日本大,UNIV,1997.07.30,MF
2020,1,小畑裕馬,ベガルタ仙台,仙台ユース,YOUTH,2001.11.07,GK
2020,1,山田大樹,鹿島アントラーズ,鹿島ユース,YOUTH,2002.01.08,GK
2020,1,松村優太,鹿島アントラーズ,静岡学園高,HIGH,2001.04.13,FW
2020,1,荒木遼太郎,鹿島アントラーズ,東福岡高,HIGH,2002.01.29,MF
2020,1,染野唯月,鹿島アントラーズ,尚志高,HIGH,2001.09.12,FW
2020,1,武田英寿,浦和レッズ,青森山田高,HIGH,2001.09.15,MF
2020,1,井出敬大,柏レイソル,柏U-18,YOUTH,2001.08.18,DF
2020,1,鵜木郁哉,柏レイソル,柏U-18,YOUTH,2001.07.04,FW
2020,1,細谷真大,柏レイソル,柏U-18,YOUTH,2001.09.07,FW
2020,1,松本健太,柏レイソル,東洋大,UNIV,1997.05.04,GK
2020,1,中村帆高,FC東京,明治大,UNIV,1997.08.12,DF
2020,1,バングーナガンデ佳史扶,FC東京,FC東京U-18,YOUTH,2001.09.24,DF
2020,1,木村誠二,FC東京,FC東京U-18,YOUTH,2001.08.24,DF
2020,1,安部柊斗,FC東京,明治大,UNIV,1997.12.05,MF
2020,1,紺野和也,FC東京,法政大,UNIV,1997.07.11,MF
2020,1,野澤大志ブランドン,FC東京,FC東京U-18,YOUTH,2002.12.25,GK
2020,1,宮城天,川崎フロンターレ,川崎FU-18,YOUTH,2001.06.02,FW
2020,1,イサカゼイン,川崎フロンターレ,桐蔭横浜大,UNIV,1997.05.29,MF
2020,1,旗手怜央,川崎フロンターレ,順天堂大,UNIV,1997.11.21,FW
2020,1,三笘薫,川崎フロンターレ,筑波大,UNIV,1997.05.20,MF
2020,1,神谷凱士,川崎フロンターレ,東海学園大,UNIV,1997.06.16,MF
2020,1,池田航,横浜F・マリノス,横浜FMユース,YOUTH,2001.07.04,DF
2020,1,松田詠太郎,横浜F・マリノス,横浜FMユース,YOUTH,2001.05.20,MF
2020,1,ブラウンノア賢信,横浜F・マリノス,横浜FMユース,YOUTH,2001.05.27,FW
2020,1,オビパウエルオビンナ,横浜F・マリノス,流通経済大,UNIV,1997.12.18,GK
2020,1,古宿理久,横浜FC,青森山田高,HIGH,2001.04.18,MF
2020,1,瀬古樹,横浜FC,明治大,UNIV,1997.12.22,MF
2020,1,星キョーワァン,横浜FC,駒澤大,UNIV,1997.06.25,DF
2020,1,松尾佑介,横浜FC,仙台大,UNIV,1997.07.23,MF
2020,1,畑大雅,湘南ベルマーレ,市立船橋高,HIGH,2002.01.20,DF
2020,1,舘幸希,湘南ベルマーレ,日本大,UNIV,1997.12.14,DF
2020,1,若月大和,湘南ベルマーレ,桐生第一高,HIGH,2002.01.18,FW
2020,1,ノリエガエリック,清水エスパルス,清水ユース,YOUTH,2001.10.22,MF
2020,1,栗原イブラヒムジュニア,清水エスパルス,三菱養和ユース,YOUTH,2001.08.14,FW
2020,1,鈴木唯人,清水エスパルス,市立船橋高,HIGH,2001.10.25,FW
2020,1,川本梨誉,清水エスパルス,清水ユース,YOUTH,2001.06.11,FW
2020,1,吉田晃,名古屋グランパス,九州国際大学付属高,HIGH,2001.07.09,DF
2020,1,石田凌太郎,名古屋グランパス,名古屋U18,YOUTH,2001.12.13,DF
2020,1,三井大輝,名古屋グランパス,名古屋U18,YOUTH,2001.05.27,GK
2020,1,唐山翔自,ガンバ大阪,G大阪ユース,YOUTH,2002.09.21,FW
2020,1,川﨑修平,ガンバ大阪,G大阪ユース,YOUTH,2001.04.28,FW
2020,1,塚元大,ガンバ大阪,G大阪ユース,YOUTH,2001.06.23,FW
2020,1,山本悠樹,ガンバ大阪,関西学院大,UNIV,1997.11.06,MF
2020,1,黒川圭介,ガンバ大阪,関西大,UNIV,1997.04.13,DF
2020,1,西尾隆矢,セレッソ大阪,C大阪U-18,YOUTH,2001.05.16,DF
2020,1,吉馴空矢,セレッソ大阪,C大阪U-18,YOUTH,2001.06.07,MF
2020,1,松本凪生,セレッソ大阪,C大阪U-18,YOUTH,2001.09.04,MF
2020,1,藤尾翔太,セレッソ大阪,C大阪U-18,YOUTH,2001.05.02,FW
2020,1,田平起也,セレッソ大阪,神戸弘陵学園高,HIGH,2001.05.10,DF
2020,1,西川潤,セレッソ大阪,桐光学園高,HIGH,2002.02.21,MF
2020,1,山川哲史,ヴィッセル神戸,神戸U-18,YOUTH,1997.10.01,DF
2020,1,小田裕太郎,ヴィッセル神戸,神戸U-18,YOUTH,2001.08.12,FW
2020,1,鮎川峻,サンフレッチェ広島,広島ユース,YOUTH,2001.09.15,FW
2020,1,土肥航大,サンフレッチェ広島,広島ユース,YOUTH,2001.04.13,MF
2020,1,林大地,サガン鳥栖,大阪体育大,UNIV,1997.05.23,FW
2020,1,森下龍矢,サガン鳥栖,明治大,UNIV,1997.04.11,DF
2020,1,板橋洋青,サガン鳥栖,鳥栖U-18,YOUTH,2001.08.11,GK
2020,1,大畑歩夢,サガン鳥栖,鳥栖U-18,YOUTH,2001.04.27,DF
2020,1,本田風智,サガン鳥栖,鳥栖U-18,YOUTH,2001.05.10,MF
2020,1,高橋祐翔,大分トリニータ,米子北高,HIGH,2001.09.19,DF
2020,1,羽田健人,大分トリニータ,関西大,UNIV,1997.07.07,DF
2020,2,廣岡睦樹,モンテディオ山形,JFAアカデミー福島,YOUTH,2001.08.16,MF
2020,2,高橋潤哉,モンテディオ山形,駒澤大,UNIV,1997.05.28,FW
2020,2,半田陸,モンテディオ山形,山形ユース,YOUTH,2002.01.01,DF
2020,2,小野寺健也,モンテディオ山形,明治大,UNIV,1997.11.18,DF
2020,2,平田海斗,水戸ホーリーホック,水戸ユース,YOUTH,2001.07.25,MF
2020,2,住吉ジェラニレショーン,水戸ホーリーホック,国士舘大,UNIV,1997.10.05,DF
2020,2,松崎快,水戸ホーリーホック,東洋大,UNIV,1997.11.22,MF
2020,2,明本考浩,栃木SC,国士舘大,UNIV,1998.01.31,MF
2020,2,森俊貴,栃木SC,法政大,UNIV,1997.08.29,FW
2020,2,池庭諒耶,栃木SC,青山学院大,UNIV,1997.12.17,DF
2020,2,山中惇希,ザスパクサツ群馬,浦和ユース,YOUTH,2001.05.06,MF
2020,2,川上優樹,ザスパクサツ群馬,明治大,UNIV,1997.07.18,DF
2020,2,外山佳大,ザスパクサツ群馬,立命館大,UNIV,1997.10.26,GK
2020,2,髙田颯也,大宮アルディージャ,大宮U18,YOUTH,2001.08.15,FW
2020,2,西村慧祐,大宮アルディージャ,専修大,UNIV,1998.02.19,DF
2020,2,本村武揚,ジェフユナイテッド千葉,流通経済大,UNIV,1997.06.20,DF
2020,2,見木友哉,ジェフユナイテッド千葉,関東学院大,UNIV,1998.03.28,MF
2020,2,櫻川ソロモン,ジェフユナイテッド千葉,千葉U-18,YOUTH,2001.08.04,FW
2020,2,馬場晴也,東京ヴェルディ,東京Vユース,YOUTH,2001.10.24,DF
2020,2,松橋優安,東京ヴェルディ,東京Vユース,YOUTH,2001.10.27,MF
2020,2,石浦大雅,東京ヴェルディ,東京Vユース,YOUTH,2001.11.22,MF
2020,2,藤田譲瑠チマ,東京ヴェルディ,東京Vユース,YOUTH,2002.02.16,MF
2020,2,阿野真拓,東京ヴェルディ,東京Vユース,YOUTH,2003.08.30,MF
2020,2,山下諒也,東京ヴェルディ,日本体育大,UNIV,1997.10.19,FW
